exp_id	timestamp	specialist	parent_exp	baseline_exp	domain	hypothesis	expected_delta	status	core_metric	val_bpb	delta_vs_best	train_s	total_s	job_name	snapshot_path	notes
152	2026-05-01T16:02:21Z	arch	025	025	arch	Add V-norm (normalize value vectors to unit RMS per head after VE mixing, before attention): Q and K are already normalized; V-norm completes QKV normalization, decouples attention output scale from c_v init, and makes each head output ≈ unit-scale (attn weights sum to 1, each v is unit RMS). Zero extra params, negligible compute. Motivated by HybridNorm / QKV-norm literature (2025).	+0.005	discard	0.196900	0.785146	-0.027200	4726.336522	4726.336522	nc-arch-0148		Rebased to exp_025 (clean, no DIFF attention). Single change: added `v = norm(v)` in CausalSelfAttention.forward after value embedding mixing, before flash_attn call. Model structure, parameter count, and all other hyperparameters identical to exp_025. The norm function is the existing no-param F.rms_norm wrapper. Muon's normalized-gradient approach should handle the changed gradient scales gracefully.
153	2026-05-01T16:59:17Z	sched	025	025	sched	Raise Muon momentum warmdown endpoint from 0.90→0.93 on clean exp_025 base (window=L, ratio=130): prior data — 0.85=-0.022, 0.90=best(0.2241), 0.97_const=-0.014 — shows a valley at 0.90. 0.93 (less reduction, 0.04 delta vs 0.07) is the only untested point in the less-penalized direction. Single-line code change in get_muon_momentum.	-0.003	discard	0.210300	0.783532	-0.013800	4725.085258	4725.085258	nc-sche-0149		Explored: endpoint 0.85 (exp_070, -0.022), 0.90 (exp_025, best), constant 0.97 (exp_062, -0.014). 0.93 is the midpoint toward the less-bad direction (0.97 side). Warmdown now decays 0.97→0.93 (delta 0.04) vs current 0.97→0.90 (delta 0.07). Expected to be within noise of best or slightly negative. Clean rebase from exp_025 removes exp_148's harmful AdamW beta2 ramp.
154	2026-05-01T17:15:01Z	opt	025	025	opt	Set resid_lambdas weight_decay from 0.05→0.0 on clean exp_025 base: resid_lambdas initialize at 1.05-1.15 but AdamW WD decays toward 0, creating a bias below true optimum (at optimum the gradient≈0 so WD is uncontested). Removing WD lets them converge to their true optimal values.	+0.003	discard	0.207700	0.783560	-0.016400	4854.414131	4854.414131	nc-opt-0152		Rebased to clean exp_025 (reverts discarded ns_steps=4 from exp_149). Single change: resid_params AdamW weight_decay 0.05→0.0 in gpt.py setup_optimizer. resid_lambdas init at 1.15 (layer 0) to 1.05 (layer 11) via init_weights(). With wd=0.05 and scalar_lr*0.01=0.005, the WD force pulls toward 0 while the true optimum is ~1.1. At the true optimum the loss gradient is ≈0, so WD is uncontested and the equilibrium settles below the true optimum. Setting wd=0.0 removes this systematic bias.
155	2026-05-01T17:28:32Z	data	025	025	data	Revert exp_151 paragraph splitting (hurt −0.028) and reduce best-fit buffer_size from 1000→100: smaller buffer means docs in each batch come from a narrower corpus window (~100K vs ~2M chars), creating more locally-coherent gradient signal. Observed pattern: buffer 1000→2000 gave −0.025 (exp_056), consistent with larger buffer = more temporal mixing = noisier gradients. Going below 1000 for the first time to test the opposite direction.	+0.002	discard	0.201300	0.784803	-0.022800	4642.563570	4642.563570	nc-data-0153		Two changes: (1) remove _split_into_paragraphs() function and its call from refill_buffer — restores clean exp_025 data pipeline; (2) buffer_size default 1000→100 in tokenizing_distributed_data_loader_with_state_bos_bestfit. No experiment.py changes. Revert alone should recover ~0.224; buffer=100 is the new hypothesis. All other flags (ratio=130, seq=2048, DBS=32, window=L) unchanged.
156	2026-05-01T17:43:08Z	arch	025	025	arch	Add learnable logit_bias (32768 params, zero-init) applied after lm_head before softcap, on clean exp_025 base (V-norm from exp_152 removed). Decouples unigram token prior from residual stream: model can learn to suppress rare/never-seen tokens without wasting a residual direction on base-rate distribution. Inspired by modded-nanogpt speedrun 'logit shift' technique. Training duration unchanged (excluded from scaling_params like VE).	+0.002	keep	0.224400	0.783512	+0.000300	4917.338847	4917.338847	nc-arch-0153	snapshots/156_arch	Two changes vs current workdir: (1) remove V-norm (exp_152 discard leftover, v=norm(v) was harmful), (2) add self.logit_bias nn.Parameter(zeros(padded_vocab_size)) — added to logits in float32 before softcap. AdamW with unembedding_lr, no weight decay (bias). Also updated num_scaling_params (scalars+=logit_bias.numel()), estimate_flops (nparams_exclude+=logit_bias.numel()), and setup_optimizer assert.
157	2026-05-01T17:43:30Z	sys	025	156	sys	Rebase to clean exp_025 state: reverts exp_150 fullgraph=True regression (−0.021) and accumulated PYTORCH_CUDA_ALLOC_CONF fix from exp_142 (−0.017). Restores best-known sys recipe: BF16, ratio=130, window=L, default torch.compile mode.	+0.000	discard	0.210700	0.783534	-0.013700	4720.723680	4720.723680	nc-sys-0153		Sys domain is exhausted — all major precision (FP8 6+ attempts), compile modes (5+), FA3, weight averaging, gradient clipping, FP32 accumulation, memory allocator, cuDNN SDPA (budget overrun) have been tried and discarded. This rebase verifies the clean exp_025 baseline is recoverable and prevents further degradation from workdir state drift. No new sys-level changes remain with positive expected delta.
158	2026-05-01T18:22:32Z	sched	025	156	sched	Couple WD decay to LR warmdown: hold WD constant at peak (weight_decay_scaled) during the constant-LR phase, then cosine-decay from peak→0 only during warmdown — instead of global cosine decay across all training (which wastes ~42% WD by warmdown_start at step 35%).	+0.005	discard	0.188200	0.787509	-0.036200	4694.227506	4694.227506	nc-sche-0154		The current global cosine WD schedule decays WD prematurely: by the time warmdown starts (at step ~35% of training = ~9500 of 27274 steps), WD has already fallen to ~58% of initial. Under the new schedule, WD stays at full value (0.28) during the constant-LR bulk training phase, then cosines from 0.28→0 over the warmdown window (same as LR going 1.0→final_lr_frac). This gives ~73% more regularization at warmdown_start. Motivation: WD and LR are both timescale parameters in AdamW (Lewkowycz et al., T_epoch framework); coupling them to decay together is theoretically principled. Distinct from: constant-WD (exp_057, -0.037 — WD never decays to 0) and global-cosine (current — decays too early). This is the 'LR-coupled' midpoint between those two extremes.
159	2026-05-01T18:53:16Z	opt	025	156	opt	Schedule NorMuon beta2 from 0.9→0.95 linearly during warmdown (last 65% of training): keep fast variance adaptation (beta2=0.9) during warmup/constant phase, stabilise to 0.95 at end so decaying-LR steps are guided by stable second-moment estimates.	+0.002	discard	0.215700	0.783541	-0.008700	4747.408306	4747.408306	nc-opt-0156		Adds get_muon_beta2(it) schedule to base_train.py + updates Muon groups each step. Fixed beta2=0.9 is current baseline; exp_068 showed fixed 0.95 gives -0.003. A warmdown-only ramp avoids hurting the early/constant phase while gaining stability during the 17K-step warmdown where LR drops to 5% of peak. beta2 is already read dynamically from param_group by DistMuonAdamW._compute_muon each step — no optim.py changes needed.
160	2026-05-01T19:04:23Z	data	025	156	data	Restore buffer_size from 100→1000: revert exp_155's harmful reduction (got 0.2013 vs 0.2241). The only structural diff from exp_025 in the current workdir; literature (arXiv:2511.18903) confirms data ordering changes are ineffective during LR warmdown, and at ratio=130 all 37% of epoch-2 data falls entirely in warmdown — explaining why all 20+ data experiments have been discards. Restoring the known-best data config to cleanly re-establish the exp_025 baseline for the data domain.	-0.005	discard	0.209200	0.783505	-0.015200	4739.907029	4739.907029	nc-data-0156		buffer_size=100 (exp_155, 0.2013) → buffer_size=1000 (exp_025, 0.2241). Only change in dataloader.py is default buffer_size parameter. Experiment.py and all other vendor files are identical to exp_025 snapshot. Expected to land in 0.200–0.224 range (high variance at ratio=130) — this is a diagnostic revert to confirm clean baseline, not a novel improvement.
161	2026-05-01T19:16:37Z	arch	156	156	arch	Add learnable per-feature output norm scale (ln_f_scale, 768 params, ones-init) applied after final RMSNorm before lm_head. Targeted variant of exp_072 (all-norms, −0.012): output norm is the only site where a learnable scale adds expressiveness without competing with attention QK dynamics or MLP c_fc gradients. Gives lm_head a direct 'feature importance' gradient path that AdamW on lm_head weights alone cannot provide as efficiently.	+0.002	discard	0.198500	0.783358	-0.025900	4839.571119	4839.571119	nc-arch-0158		ln_f_scale: ones-init (no-op at step 0), AdamW lr=0.02, wd=0.0. Excluded from scaling_params (doesn't change training duration). Training duration identical to exp_156. The motivation: RMSNorm normalizes to unit-RMS per feature, discarding per-feature magnitude. ln_f_scale recovers that signal. Unlike exp_072 (all norms), intermediate norms are left untouched to avoid disturbing QK-norm and MLP c_fc dynamics. The output norm is unique: it feeds lm_head directly with no subsequent weight matrix competition.
162	2026-05-01T19:29:27Z	arch	156	156	arch	Add learnable per-layer attention temperature (qk_scale, 12 params, init=1.2) in CausalSelfAttention: replace hardcoded q*1.2/k*1.2 with learned per-layer scalar. Routed to AdamW (not Muon) at lr=0.01. Each layer learns its optimal attention sharpness; earlier layers may soften while later layers sharpen. exp_036 tried per-head per-layer (72 params, -0.024) — this is 6x more constrained and more stable.	+0.001	preflight_crash				10.847961	10.847961	nc-arch-0162		Rebased to exp_156 (logit_bias, no ln_f_scale). The only change is replacing hardcoded 1.2 with nn.Parameter([1.2]) per CausalSelfAttention layer. qk_scale excluded from transformer.h matrix group via ndim>=2 filter, put in dedicated AdamW group at scalar_lr*0.02=0.01. num_scaling_params and estimate_flops updated to exclude qk_scale. Zero budget impact (12 extra scalar params negligible vs 110M). No-op at step 0. | RuntimeError: Expected query, key, and value to have the same dtype, but got query.dtype: float key.dtype: float and value.dtype: c10::BFloat16 instead. (flash_attention.py:88 in _sdpa_attention)
163	2026-05-01T19:33:27Z	sys	156	156	sys	Skip all intermediate val_bpb (eval-every=-1) and CORE evals (core-metric-every=99999, final still triggers via last_step) to reclaim ~20 min of eval overhead at ratio=130, redirecting that budget to 42% more training tokens (ratio 130→185). On exp_156 base (logit_bias). Estimated: 81.8 min pure training + 1 min final CORE ≈ 83 min total.	+0.015	train_budget_overrun						nc-sys-0158		Eval overhead at ratio=130: 13 CORE evals × ~1 min + 109 val_bpb evals × ~0.07 min ≈ 20 min. Removing these allows ratio=185 within the 90-min wall cap. core_metric_every=99999 > 0 ensures the last_step condition in base_train.py triggers the final CORE eval. val_bpb=None is handled gracefully by experiment.py. No architecture/optimizer/schedule changes — pure training efficiency reallocation.
164	2026-05-01T20:10:56Z	sched	025	156	sched	Revert broken exp_158 WD schedule (hold-then-cosine, core=0.188) back to exp_025's global cosine WD, and probe --target-param-data-ratio=135 (midpoint between 130=keep/0.2241 and 140=-0.003); exp_121's ratio=133 result (0.2087) was likely dirty-workdir noise.	-0.002	discard	0.216200	0.783078	-0.008200	5004.909164	5004.909164	nc-sche-0159		Two changes vs current workdir: (1) revert get_weight_decay from exp_158's warmdown-coupled version back to global cosine (weight_decay_scaled * 0.5 * (1 + cos(pi*it/num_iterations))); (2) ratio 130→135 (+3.8% tokens, ~83 min). Clean WD + unexplored ratio midpoint. If ratio=133 (0.2087) was dirty workdir, the true optimum may sit between 130 and 140; ratio=135 is the cleanest unexplored probe.
165	2026-05-01T20:21:32Z	opt	156	156	opt	Raise logit_bias LR from 0.008 (unembedding_lr) to 0.04 and beta2 from 0.96 to 0.99 on exp_156 base: logit_bias targets the near-stationary log-unigram prior, so 5x faster LR lets it converge early and free residual capacity for the conditional distribution; smoother beta2=0.99 gives well-calibrated steps throughout.	+0.002	discard	0.218800	0.783526	-0.005600	4877.498627	4877.498627	nc-opt-0160		Rebase to exp_156 (logit_bias arch change). Single opt change: logit_bias AdamW group lr 0.008->0.04, beta2 0.96->0.99. Theory: logit_bias has a stable optimal value (log-token-frequency). Faster LR means it reaches the optimal unigram prior correction earlier, allowing the residual stream to spend more capacity on conditional modeling. Higher beta2 gives a smoother/more accurate second-moment estimate suitable for a near-stationary parameter target. All other groups unchanged.
166	2026-05-01T20:48:14Z	data	156	156	data	Increase BOS-bestfit buffer_size 1000→4000 on clean exp_156 base: 4× more candidates dramatically increases probability of finding a short doc to fill small remaining row slots, reducing the ~35% token crop rate. More complete documents seen per step improves training signal quality. CPU overhead stays well below GPU step time (~20ms vs ~170ms/step). Previous buffer tests (exp_155 buf=100, exp_160 buf=1000) were on a dirty baseline; this is the first clean test at 4000.	+0.003	discard	0.205500	0.775028	-0.018900	5164.740455	5164.740455	nc-data-0162		Rebased to exp_156 (logit_bias arch, 0.2244). Single change: dataloader.py default buffer_size 1000→4000. Algorithm unchanged (BOS-bestfit). Memory cost ~32MB/rank. At ratio=130 (~27K steps, 32 rows/step), CPU overhead for best-fit scan ≈ 20ms/step vs 170ms GPU — not the bottleneck. Theory: prob(finding doc ≤ R tokens) scales with buffer_size, so 4× buffer → significantly fewer crop events → model sees ~5-10% more complete documents per training run.
167	2026-05-01T20:55:36Z	arch	156	156	arch	Add learnable per-layer attention temperature (qk_scale, 12 params, init=1.2) in CausalSelfAttention: replace hardcoded q*1.2/k*1.2 with learned per-layer scalar cast to activation dtype. Routed to AdamW (not Muon) at lr=0.01. Each layer learns its optimal attention sharpness; earlier layers may soften while later layers sharpen. exp_036 tried per-head per-layer (72 params, -0.024) — this is 6x more constrained and more stable.	+0.001	discard	0.207500	0.783387	-0.016900	5079.991725	5079.991725	nc-arch-0163		Fixed dtype cast: qk_scale.to(q.dtype) before multiply. Master weights stay fp32 for optimizer precision, activations are bf16.
168	2026-05-01T21:00:31Z	sys	156	156	sys	Skip all intermediate val_bpb (eval-every=-1) and CORE evals (core-metric-every=99999) to reclaim eval overhead, redirecting budget to 25% more training tokens (ratio 130→162). On exp_156 base (logit_bias). Calibrated from exp_163 overrun at ratio=185; ratio=162 estimated ~79 min total.	+0.010	discard	0.210500		-0.013900	4989.319746	4989.319746	nc-sys-0164		exp_163 overran at ratio=185 (pure training ~85 min). Calibrating: ratio=162 → pure training 85×(162/185)=74.4 min + ~5 min overhead = ~79 min. core_metric_every=99999 still triggers at last_step. 25% more tokens than ratio=130 should yield meaningful CORE improvement along the still-beneficial scaling curve.
169	2026-05-01T21:52:05Z	opt	156	156	opt	Apply C-AdamW cautious masking to adamw_step_fused: only update elements where exp_avg and grad agree in sign (mask = exp_avg * grad >= 0). Based on exp_156 (ratio=130, logit_bias). Prevents Adam from taking steps the current gradient contradicts; paper shows consistent LLM pretraining speedup.	+0.003	discard	0.209900	0.786711	-0.014500	4828.389902	4828.389902	nc-opt-0166		Cautious Optimizers (arxiv 2411.16085): C-AdamW adds a one-line mask to the Adam update — only apply where momentum direction agrees with current gradient. sign(update) == sign(exp_avg) since denom>0, so the mask is (exp_avg * grad >= 0). Applied to all AdamW groups (lm_head, embeddings, value_embeds, scalars, logit_bias). No renormalization — effective LR naturally reduces where sign disagreement is common. Muon's WD already uses a similar cautious-WD mask; this extends the idea to AdamW's main update. Rebased from exp_156 (reverting exp_165's discarded logit_bias LR change).
170	2026-05-01T21:55:13Z	sched	025	156	sched	Combine warmdown-ratio 0.65→0.70 + AdamW β₂ warmdown schedule (initial→0.999 linearly during warmdown) on clean exp_025 base: both changes individually were closest-to-best discards (−0.0018 and −0.0022 respectively); the combination is untested and may be synergistic since longer warmdown gives β₂ ramp more steps to stabilize variance estimates at low LR.	-0.002	discard	0.201000	0.783171	-0.023400	4713.590243	4713.590243	nc-sche-0166		Clean rebase from exp_025. Changes: (1) experiment.py warmdown-ratio 0.65→0.70; (2) base_train.py adds get_adamw_beta2(it, initial_beta2) function + stores initial_beta2 per AdamW group after optimizer init + updates group['betas'] during warmdown. At warmdown=0.70 with ratio=130 (~27,274 steps), warmdown spans steps 8182→27274 (19,092 steps vs 17,728 at 0.65). AdamW β₂ ramps from group-specific initial values (embedding≈0.9, unembedding≈0.96, scalars≈0.95) to 0.999 over the same warmdown window. Muon momentum schedule unchanged (still 0.97→0.90 linear). WD schedule unchanged (global cosine to 0). arXiv:2508.01483 shows higher β₂ during cooldown improves performance; prior exp_139 tested this alone at 0.65 warmdown (−0.0022). This trial tests whether the combination with wider warmdown window is synergistic.
171	2026-05-01T22:27:43Z	sys	156	156	sys	Skip val_bpb evals (eval-every=-1, saves ~7-8 min) and redirect budget to ratio 130→140 (+7.7% tokens) on clean exp_156 base. val_bpb is diagnostic only and doesn't affect training dynamics. CORE evals retained at core-metric-every=2000. Estimated wall ~84 min.	+0.007	discard	0.208300		-0.016100	4624.630068	4624.630068	nc-sys-0169		Rebase to exp_156 (logit_bias, 0.2244). Only changes vs exp_156: (1) eval-every 250→-1 (skip intermediate val_bpb, saves ~7-8 min), (2) target-param-data-ratio 130→140. CORE evals kept at 2000-step cadence for quality signal. val_bpb purely diagnostic — skipping it does not affect weights/schedule. Budget calc: 60×(140/130)=64.6 min training + 14 CORE evals×1 min + 5 min overhead ≈ 83.6 min. exp_168 failed (0.2105) because it ALSO skipped CORE evals (core-metric-every=99999) and pushed to ratio=162. This experiment keeps CORE evals and uses a much smaller ratio increase.
172	2026-05-01T22:31:36Z	data	156	156	data	Clip documents to row_capacity (T+1=2049 tokens) before buffering: docs longer than row_capacity can NEVER be placed whole in any row position (remaining space ≤ row_capacity always), so they accumulate as zombie buffer slots — only exiting when they happen to be the shortest doc in the buffer and get cropped to a tiny random prefix fragment. Pre-clipping converts these zombies into valid full-row-filler docs that are placed at pos=0 of a fresh row in clean complete BOS context (model sees first 2048 tokens of each long doc). Improves buffer diversity by eliminating dead slots; reduces pathological tiny-crop events. Rebased clean from exp_156.	+0.002	discard	0.201600	0.783371	-0.022800	4873.379122	4873.379122	nc-data-0169		One-line code change in refill_buffer: `if len(tokens) > row_capacity: tokens = tokens[:row_capacity]`. Buffer_size stays at 1000 (exp_156 baseline). All other config unchanged (ratio=130, window=L, logit_bias arch). The zombie-doc problem is real but its magnitude depends on ClimbMix long-doc fraction — if few docs exceed 2049 tokens the effect will be small. This is the first experiment to address buffer slot utilization efficiency specifically.
173	2026-05-01T22:36:33Z	arch	156	156	arch	Key offset in attention: second half of each head's key dims at position t ← position t-1's key values (after QK-norm+scale). Creates (current, prev-token) composite keys that architecturally enable induction-head patterns without any learned parameters. Zero-param change; causally valid; skipped for T=1 decode. Inspired by modded-nanogpt Record 58+ architecture.	+0.002	discard	0.206400	0.786716	-0.018000	5013.333577	5013.333577	nc-arch-0169		Rebased cleanly to exp_156 (logit_bias, no qk_scale). Single change: in CausalSelfAttention.forward, after q,k = norm(q,k) and scale by 1.2, apply k = torch.cat([k[:,:,:,:half], cat([k[:,:1,:,half:], k[:,:-1,:,half:]], dim=1)], dim=-1) when T>1. This replaces second-half key dims with prev-position's second-half keys. Each head's dot-product then mixes attention to 'current token at t' (first half dims) with 'previous token at t-1' (second half dims), directly supporting induction heads. No new parameters, no FLOPs change, no optimizer changes needed. Position 0 keeps original second-half keys (no predecessor).
174	2026-05-01T23:26:45Z	sched	156	156	sched	Change final-lr-frac from 0.05→0.0 on clean exp_156 base: true linear decay-to-zero for the 65% warmdown phase, motivated by arXiv:2502.15938 showing linear D2Z consistently outperforms other schedules at compute-optimal training.	+0.001	discard	0.207800	0.781561	-0.016600	4999.191695	4999.191695	nc-sche-0171		arXiv:2502.15938 'Why linearly decaying the learning rate to zero works best' shows linear decay-to-zero outperforms at compute-optimal dataset sizes. Current schedule decays to 5% of peak LR (final_lr_frac=0.05); going to 0.0 gives slightly more aggressive cooling through the 65% warmdown. Single-variable change on rebased exp_156 (logit_bias arch, warmdown_ratio=0.65, linear shape unchanged). The LR at the actual last training step is ~0.00006×peak (not literally zero due to step indexing), so no numerical instability risk.
175	2026-05-01T23:29:30Z	opt	156	156	opt	Raise lm_head and logit_bias AdamW beta2 from 0.96→0.98 on clean exp_156 base: lm_head receives cross-entropy gradients over 32K vocab, making its second moment noisy batch-to-batch; beta2=0.98 gives 50-step EMA window vs 25 steps at 0.96, stabilizing adaptive step sizes. Logit_bias shares the output pathway so gets the same change for consistency. Embeddings already use 0.995; lm_head at 0.98 bridges the gap.	+0.002	discard	0.216400	0.783409	-0.008000	4968.611168	4968.611168	nc-opt-0171		Single change: gpt.py setup_optimizer, lm_head betas (0.8,0.96)->(0.8,0.98) and logit_bias betas (0.8,0.96)->(0.8,0.98). All other groups unchanged. Rebased to exp_156 (clean baseline, no exp_169 C-AdamW masking). Motivation: lm_head/logit_bias are in the output logit computation path and have vocab-sized gradient tensors where batch-to-batch gradient variance is high. A wider EMA window reduces step-size variance. exp_165 changed logit_bias LR+beta2 together and discarded; this isolates beta2 only, with no LR change.
176	2026-05-02T00:06:21Z	arch	156	156	arch	Replace relu^2 MLP with SwiGLU (8/3 expansion, same param+FLOP count): 3*(n_embd*(8/3)*n_embd) = 2*(n_embd*4*n_embd) = 8*n_embd^2. Also reverts discarded exp_173 key-offset code. Gating adds multiplicative capacity at zero extra cost.	+0.004	discard	0.204000	0.783049	-0.020400	5071.454490	5071.454490	nc-arch-0174		"SwiGLU: hidden_dim = int(768*8/3)=2048 (already multiple of 64). c_fc (""up"") + c_gate both init uniform ±0.4s; c_proj zero-init. Key offset from exp_173 removed (was -0.018). SwiGLU is the standard FFN in LLaMA/PaLM/Gemini at identical parameter count to relu^2 4x. Same FLOPs: 3*(2*d*(8d/3)*T) = 16*d^2*T == 2*(2*d*4d*T)."
177	2026-05-02T00:18:04Z	data	156	156	data	"Mask loss at cross-document boundary positions (set target=-1, ignore_index=-1 in gpt.py): the last token of each packed doc no longer predicts the next BOS. This removes ~0.3% of tokens from training (the artificial ""end-of-doc-A → BOS"" transitions) to prevent the model from learning patterns that never appear at inference. Also reverts exp_172's harmful document clipping. Motivated by arxiv:2402.13991 (intra-document causal masking improves downstream quality)."	+0.003	discard	0.203400	0.783181	-0.021000	4928.886406	4928.886406	nc-data-0174		Two changes vs current workdir: (1) remove exp_172's doc clipping (if len(tokens) > row_capacity clip) — that experiment was discarded at 0.2016; (2) in the packing loop, track non-first BOS positions per row and after cpu_targets.copy_() set cpu_targets[row_idx, bos_pos-1] = -1 for each one. gpt.py forward() uses F.cross_entropy(..., ignore_index=-1) so these positions are correctly excluded from loss. ~6 positions masked per 2048-token row = 0.3% of training tokens. The rest is identical to exp_156.
178	2026-05-02T00:27:41Z	sys	156	156	sys	"Add mode=""max-autotune-no-cudagraphs"" to torch.compile: Inductor benchmarks GEMM/attention kernel implementations for our fixed shapes (768-dim, 2048-seq, 32 DBS) and selects the fastest, targeting 5-15% per-step speedup on GPU BF16. Restored ratio=130 and eval-every=250 to match exp_156 conditions exactly (ratio=140 trials consistently degrade quality due to logit_bias overfitting at longer horizons)."	+0.001	discard	0.203100	0.783587	-0.021300	5194.134990	5194.134990	nc-sys-0174		Rebased on exp_156 (logit_bias, 0.2244). Only changes vs exp_156: (1) torch.compile mode → max-autotune-no-cudagraphs in base_train.py; (2) ratio restored to 130 (from exp_171's 140); (3) eval-every restored to 250 (from exp_171's -1). Tree analysis: exp_035 (ratio=140 from exp_025, no logit_bias) got 0.2208 (-0.003), while exp_171 (ratio=140 from exp_156, with logit_bias) got 0.2083 (-0.016). The logit_bias (zero-init, no weight-decay) overfits token unigram frequencies at longer horizons. max-autotune-no-cudagraphs is untested — could find better cuBLAS/Triton tilings for the 768×3072 and 768×32832 matmul shapes dominant in this model.
179	2026-05-02T01:02:09Z	sched	156	156	sched	Add AdamW β₂ warmdown (initial→0.999 linearly during warmdown) on clean exp_156 base: at low LR, gradient noise dominates and higher β₂ smooths variance estimates. Stores initial_beta2 per group at optimizer creation, then ramps each AdamW group's β₂ toward 0.999 over the 65% warmdown phase. Also restores final-lr-frac 0.0→0.05 (revert exp_174). exp_139 tested this from exp_025 (−0.002, closest-to-threshold discard); testing from exp_156 with logit_bias group (β₂=0.96) which is new and may interact differently during convergence.	-0.002	discard	0.206200	0.783318	-0.018200	4997.527248	4997.527248	nc-sche-0176		Key changes vs exp_156: (1) base_train.py stores initial_beta2 per adamw group; (2) get_adamw_beta2() ramps β₂ from initial to 0.999 linearly during warmdown; (3) training loop updates group['betas'] each step for adamw groups; (4) experiment.py final-lr-frac restored to 0.05. Muon schedule, WD schedule, LR warmdown all unchanged. The logit_bias group (betas=(0.8, 0.96)) is unique to exp_156 and could benefit specifically from stabilized second moments as it converges to a near-stationary token-prior state during warmdown.
180	2026-05-02T01:05:25Z	opt	156	156	opt	Remove cautious WD mask from muon_step_fused: switch from mask=(g*params>=0) gated WD to standard decoupled WD. Post-Polar Express, the orthogonalized gradient direction is less informative for sign-agreement tests than raw gradients, making unconditional WD cleaner and more principled.	+0.001	discard	0.201000	0.789479	-0.023400	5000.983777	5000.983777	nc-opt-0176		exp_169 tried C-AdamW (cautious masking on AdamW) and hurt -0.0145. This is the Muon side: standard WD removes the mask that gates on the post-orthogonalization gradient direction. After Polar Express, the g=US'V^T form has significantly transformed signs vs raw gradient, making the cautious criterion less meaningful. Standard WD (unconditional) provides uniform regularization. WD value unchanged at 0.28 (cosine-decayed per base_train.py). Rebased from exp_156.
181	2026-05-02T01:43:42Z	arch	156	156	arch	Extend value embeddings (VE/ResFormer) from alternating 6 layers to all 12 layers: change has_ve() to always return True, so every attention block gets direct token-identity in the value stream (not just layers 1,3,5,7,9,11). Also reverts SwiGLU regression from exp_176 back to relu^2 MLP. VE params excluded from scaling_params so training token count unchanged (ratio=130 still drives iterations). Clean exp_156 base.	+0.003	discard	0.200000	0.779786	-0.024400	5040.874505	5040.874505	nc-arch-0178		All-VE motivation: even layers (0,2,4,6,8,10) currently lack direct token-identity access in their value computation — they must rely on context already embedded in the residual stream. Adding VE to these 6 layers lets the model skip the residual-stream bottleneck for token-identity information. Additional VE params (~150M bf16 = +300MB model weight per GPU, +1.2GB optimizer state per GPU) are manageable on 80GB the configured GPU environment. ve_gate (12→n_kv_head=6) correctly handles all 12 layers. relu^2 revert removes the -0.020 regression from exp_176 SwiGLU.
182	2026-05-02T01:59:50Z	data	156	156	data	"Revert exp_177's cross-document boundary loss masking: remove all_bos_positions tracking + cpu_targets masking loop from dataloader.py. exp_177 masked 0.3% of tokens at doc boundaries (set target=-1 before each non-first BOS) to avoid learning ""last_tok_of_doc → BOS"" patterns, but that experiment scored 0.2034 vs best 0.2244 (−0.021). Removing the masking restores pure BOS-bestfit packing on clean exp_156 base."	+0.002	discard	0.191800	0.783529	-0.032600	5026.246178	5026.246178	nc-data-0179		The boundary masking in exp_177 was theoretically motivated (arxiv:2402.13991 on intra-document masking) but empirically harmful. The current workdir has this masking active; this trial reverts it. ignore_index=-1 in gpt.py is retained as a no-op (no -1 targets will be generated without the masking loop).
183	2026-05-02T02:08:50Z	sys	156	156	sys	Revert max-autotune-no-cudagraphs compile regression (exp_178 added it, −0.021 vs exp_156). PyTorch 2.9.1 Inductor already auto-fuses BF16 cast+matmul (prologue fusion) and relu^2 epilogue by default — no manual config needed. The autotune mode added ~3 min kernel-benchmarking overhead and consistently regressed quality across exp_083/120/178 (each ~−0.020), likely by reducing effective training steps. Default torch.compile(dynamic=False) restores the proven exp_156 compile config.	+0.000	discard	0.211300	0.783625	-0.013100	4872.245687	4872.245687	nc-sys-0179		Single change vs exp_178: remove mode='max-autotune-no-cudagraphs' from torch.compile, back to torch.compile(model, dynamic=False). All other args (ratio=130, logit_bias in gpt.py, eval cadence) unchanged from exp_156 rebase. PyTorch 2.9.1+cu128 includes automatic prologue/epilogue fusion making explicit autotune config unnecessary and in practice harmful.
184	2026-05-02T02:32:31Z	sched	156	156	sched	Increase --warmup-steps from 40→200 on clean exp_156 base: at ratio=130 (≈27,274 steps), 40-step warmup is only 0.15% of training — far shorter than the standard 0.5–2% recommendation. The Muon momentum warmup already runs 400 steps; aligning LR warmup to 200 steps reduces the mismatch and gives a more gradual LR ramp during early Muon optimization. No code changes, pure flag.	+0.002	discard	0.198100	0.783800	-0.026300	4943.475303	4943.475303	nc-sche-0181		Single flag change: --warmup-steps 40 → 200. All other args identical to exp_156 (ratio=130, warmdown=0.65, final-lr-frac=0.05). Rebased cleanly from exp_156 snapshot to remove exp_179's discarded beta2-warmdown code. Motivation: literature (Practical Efficiency of Muon, 2505.02222) uses linear warmup; 1-2% warmup is standard; at 27k steps the current 40-step warmup is unusually short.
